subject,stage,cca_corr1_compute_entropy,cca_corr1_mean,cca_corr1_std,cca_corr1_skew,cca_corr1_kurtosis,cca_corr2_compute_entropy,cca_corr2_mean,cca_corr2_std,cca_corr2_skew,cca_corr2_kurtosis
apples-240023,R,1.5421151750101398,0.822658007521949,0.05601213242697217,0.35147407321799057,-0.501494216252552,1.668652812483481,0.4611232075252442,0.06339346318620037,-0.3124768177569404,-0.1541419566154003
apples-240023,W,1.6908833702688975,0.8203843054253248,0.07097169918696065,-0.16552382900894497,1.6220205410745212,2.3773467420707752,0.5123134000145164,0.1380729025189829,0.09412559541630729,0.3261613512764683
apples-240089,N1,1.5229292934105747,0.6753185962070056,0.0637650132282603,0.24413688175409926,1.3160146676149003,2.066928159147626,0.42058413494342667,0.12263912571939012,0.1681171337564179,1.6571985862735943
apples-240089,N2,1.4316184720419272,0.845032091565904,0.05960307515810625,-1.5252007952391136,2.354332725977625,1.7721480286518965,0.5567125659542194,0.07815549831508606,-1.4616176274327848,5.175954952138916
apples-240089,N3,0.8918673953434534,0.8782525486741335,0.08229524461695396,-3.1359956190301315,8.607985044078603,1.586784707549198,0.5845211177674423,0.08020405445490483,-0.7974853262939043,-0.4962831468908653
apples-240089,R,2.0484261519630182,0.8037184181503588,0.11286659632016277,-0.5065876131843174,-0.9094210568657441,2.039814663213336,0.4185086699344291,0.09429557489410195,-0.4098499875610445,0.008923857469926855
apples-240089,W,2.189977994025769,0.7371709210916102,0.11400717614654622,-0.022252388724642726,-0.869545676620417,2.269492166497873,0.3714997746272742,0.121700712316012,-0.22112294252933704,-0.13747297853156404
apples-240090,N1,1.7060281675713376,0.8905750249331597,0.07912848140195985,-0.9175140156354245,0.2071283735561229,2.510948283356302,0.6653547067185396,0.16327415900634543,-0.4486869859940209,0.11421995216477754
apples-240090,N2,1.14910090831881,0.9178922059423846,0.03915098122823752,-0.957418592322444,3.370667937034808,2.2395503550061973,0.6601585682350729,0.11996709197789375,-0.5042080319132306,0.02261162818049023
apples-240090,N3,0.42584844926533383,0.9190877070445551,0.013972145267578442,0.5455620808334081,0.746395418713083,1.64791843302324,0.7484028188963132,0.0883985907048006,-0.41382240937315456,-1.1556747568023236
apples-240090,R,1.818326387748146,0.7927698312396974,0.07643774816484883,-0.16542219558160468,-0.8083294893861872,1.9127845109905963,0.4909716220231729,0.09021437064310985,-0.6257266116930985,1.6095461490744079
apples-240090,W,1.9782406732973539,0.8427117333684423,0.0962981198052504,-0.39901064917126117,-0.40746176929649547,2.7344237246678227,0.5597955696299031,0.2059427508824709,-0.2628480126228264,-0.6478144455214188
apples-240091,N1,1.7985178511257647,0.7214197483841385,0.08221479559279829,-0.9819150748676114,0.5587047597005736,2.0313635366881644,0.44075671640605724,0.1073151935221088,-1.0343067547034488,1.1492604094691252
apples-240091,N2,1.7563213738887993,0.6889643599606826,0.07116819681630193,-0.33603848842436584,-0.020649040770886806,2.073540940001239,0.4896738425445256,0.10086811608264187,-0.7868614032175012,1.3060345570642982
